model_name,win,time,final_robot_position,goal_position
ARS,0,8.9677,"(0.1813, 0.6777)","(1.6807, 1.0056)"
ARS,0,8.4136,"(0.9866, 1.8614)","(1.2637, 0.6214)"
ARS,0,8.3883,"(1.8793, 0.3177)","(0.4182, 1.0637)"
ARS,0,1.5065,"(0.9446, 0.4877)","(1.9494, 1.5697)"
ARS,0,0.8658,"(0.1579, 1.9036)","(0.7355, 1.0923)"
ARS,0,0.0527,"(1.9149, 1.0357)","(1.7483, 0.0802)"
ARS,0,0.1181,"(0.7829, 0.337)","(1.28, 0.087)"
ARS,0,0.1599,"(1.9001, 1.7747)","(0.8918, 1.082)"
ARS,0,5.8907,"(1.8086, 1.3949)","(0.4738, 1.1376)"
ARS,0,7.6829,"(1.8655, 0.9884)","(1.8858, 0.141)"
ARS,0,9.2723,"(1.6604, 0.2426)","(1.0795, 1.5513)"
ARS,0,0.062,"(1.6494, 1.0976)","(1.5425, 1.7528)"
ARS,1,2.5294,"(1.8405, 1.1819)","(1.7532, 1.0831)"
ARS,0,1.7155,"(0.0993, 0.2565)","(1.4273, 1.8264)"
ARS,0,0.0012,"(0.9359, 0.4472)","(0.8528, 1.4792)"
ARS,0,0.001,"(0.7228, 0.4326)","(0.3878, 0.4209)"
ARS,0,1.2208,"(0.2586, 1.9006)","(0.2843, 0.5748)"
ARS,0,1.3269,"(1.9082, 1.739)","(1.6538, 1.0038)"
ARS,0,0.7696,"(1.0737, 1.4132)","(1.8669, 0.6587)"
ARS,0,0.0461,"(0.3722, 0.489)","(0.8107, 0.4518)"
ARS,1,2.6098,"(0.2451, 0.3714)","(0.2816, 0.4711)"
ARS,1,3.7577,"(1.7645, 1.6168)","(1.7914, 1.5172)"
ARS,0,8.487,"(0.7824, 0.111)","(0.7245, 1.4427)"
ARS,0,7.9524,"(0.9561, 0.1293)","(0.692, 1.2656)"
ARS,0,1.3468,"(0.2732, 1.907)","(0.6058, 0.8844)"
ARS,0,9.0017,"(1.1215, 1.8773)","(1.1396, 0.4969)"
ARS,0,0.7921,"(1.3521, 0.7085)","(0.5328, 0.8846)"
ARS,0,8.2992,"(1.9109, 0.4045)","(1.081, 1.4103)"
ARS,0,0.0555,"(1.523, 1.5692)","(0.5788, 1.3669)"
ARS,0,0.0006,"(0.3741, 0.0575)","(1.7337, 1.1898)"
ARS,0,10.4814,"(1.8585, 0.3013)","(0.6116, 0.3958)"
ARS,1,1.8941,"(0.8414, 1.8415)","(0.9399, 1.9012)"
ARS,0,0.0842,"(1.9023, 0.1838)","(1.6661, 1.2825)"
ARS,0,8.9099,"(1.9078, 0.5131)","(1.6947, 0.488)"
ARS,0,6.0088,"(0.3103, 0.1286)","(1.3627, 1.4871)"
ARS,0,10.1356,"(0.1435, 0.9486)","(0.3484, 1.8754)"
ARS,0,8.627,"(0.6126, 1.8074)","(1.7214, 0.8349)"
ARS,0,8.8087,"(1.8459, 1.1447)","(1.3204, 1.1975)"
ARS,1,0.0684,"(0.854, 1.4021)","(0.8634, 1.3036)"
ARS,0,0.2801,"(1.5684, 1.565)","(0.2278, 0.5212)"
ARS,1,4.3614,"(1.7655, 1.6124)","(1.6894, 1.5128)"
ARS,0,8.1025,"(1.5902, 0.2257)","(1.3504, 1.7856)"
ARS,0,9.1807,"(0.2746, 0.2298)","(1.1012, 1.3359)"
ARS,0,8.9013,"(1.3157, 1.8963)","(1.5029, 0.3798)"
ARS,0,0.01,"(1.9002, 1.5651)","(1.4943, 0.4723)"
ARS,1,3.2515,"(0.8234, 0.1082)","(0.7249, 0.0751)"
ARS,0,0.0624,"(1.3686, 1.4077)","(1.6701, 1.4266)"
ARS,0,9.8538,"(0.2099, 0.518)","(0.0553, 1.0025)"
ARS,0,0.0486,"(0.4805, 1.2715)","(0.6767, 1.8872)"
ARS,0,0.3985,"(1.1756, 1.271)","(0.9585, 1.8608)"
ARS,1,6.3071,"(1.872, 0.9307)","(1.9499, 0.8321)"
ARS,0,0.1162,"(1.516, 1.5687)","(1.8596, 0.935)"
ARS,1,1.7589,"(0.2539, 0.3179)","(0.3414, 0.4175)"
ARS,1,0.0006,"(1.0697, 0.8403)","(1.0449, 0.8672)"
ARS,1,1.5056,"(1.7964, 1.5033)","(1.728, 1.4036)"
ARS,1,5.0577,"(0.4233, 1.7693)","(0.5221, 1.7272)"
ARS,0,0.0007,"(1.9247, 1.569)","(0.5117, 0.2595)"
ARS,1,5.6866,"(0.1956, 0.5937)","(0.0957, 0.578)"
ARS,0,0.0748,"(1.7053, 1.9006)","(0.7798, 1.2997)"
ARS,0,6.7609,"(0.5294, 1.7915)","(1.2253, 0.3128)"
ARS,1,6.5782,"(0.098, 1.3837)","(0.134, 1.4836)"
ARS,0,0.0018,"(0.5706, 1.2652)","(1.201, 0.7683)"
ARS,0,9.0179,"(0.097, 1.3963)","(0.4644, 1.1297)"
ARS,0,8.4207,"(1.5082, 1.9082)","(0.5258, 0.3592)"
ARS,0,8.3813,"(1.6486, 1.9037)","(0.2795, 1.6034)"
ARS,0,0.7029,"(1.3588, 1.5348)","(1.1909, 0.8311)"
ARS,0,0.0014,"(1.0952, 1.5279)","(0.4751, 0.2061)"
ARS,0,0.6079,"(1.4122, 0.0809)","(1.4401, 0.6296)"
ARS,0,5.7499,"(0.6899, 0.1029)","(0.4744, 1.0337)"
ARS,0,0.0009,"(0.0711, 1.7268)","(0.9179, 0.4194)"
ARS,0,8.2794,"(0.3241, 0.1137)","(0.5509, 0.9079)"
ARS,1,5.3687,"(1.1754, 0.1566)","(1.0756, 0.1267)"
ARS,1,0.9982,"(0.5166, 0.2031)","(0.4178, 0.2741)"
ARS,0,0.0011,"(1.5487, 1.1982)","(0.5445, 1.7242)"
ARS,0,0.787,"(0.6695, 1.0818)","(0.9446, 1.5813)"
ARS,0,0.0007,"(0.06, 1.5626)","(0.6589, 1.592)"
ARS,0,1.0336,"(0.2677, 1.9034)","(0.0814, 1.7886)"
ARS,0,0.7665,"(1.0765, 1.4017)","(1.7709, 1.6403)"
ARS,0,7.701,"(1.862, 1.0167)","(0.5105, 1.2396)"
ARS,0,8.3048,"(1.1129, 0.1483)","(1.736, 0.4967)"
ARS,1,6.58,"(1.3675, 0.1837)","(1.2685, 0.0864)"
ARS,0,8.9483,"(0.1409, 0.9661)","(0.5128, 0.9338)"
ARS,1,1.3334,"(0.9367, 1.2438)","(0.9194, 1.3435)"
ARS,0,0.0019,"(1.3209, 0.3807)","(0.286, 1.0854)"
ARS,1,4.6997,"(1.9076, 0.5664)","(1.9373, 0.4666)"
ARS,0,0.3638,"(0.0973, 0.2578)","(0.3502, 1.6843)"
ARS,0,0.2812,"(0.9461, 0.4811)","(0.325, 1.2484)"
ARS,0,0.1604,"(0.6682, 0.625)","(1.1975, 1.8752)"
ARS,0,7.4373,"(1.1216, 1.8772)","(0.484, 1.4801)"
ARS,0,8.421,"(1.8913, 0.7443)","(1.8271, 0.5331)"
ARS,0,9.0046,"(1.3428, 0.1797)","(1.5513, 1.6491)"
ARS,1,1.5275,"(0.5125, 0.0901)","(0.4127, 0.0567)"
ARS,1,0.0425,"(0.5252, 0.7839)","(0.4261, 0.8465)"
ARS,1,4.707,"(1.5838, 0.2234)","(1.4845, 0.1472)"
ARS,0,0.0012,"(0.0844, 0.5379)","(1.8721, 1.6941)"
ARS,0,0.0023,"(1.5413, 0.7872)","(1.2, 1.6512)"
ARS,0,0.0599,"(0.6693, 1.2441)","(0.1659, 0.2366)"
ARS,0,0.6731,"(0.2594, 1.9065)","(0.5628, 1.5507)"
ARS,0,0.2332,"(1.4941, 0.321)","(1.0863, 0.8155)"
ARS,1,5.3893,"(0.1746, 0.7233)","(0.1418, 0.8222)"
ARS,1,7.8937,"(0.7151, 1.8243)","(0.7837, 1.9241)"
ARS,0,6.6296,"(1.9072, 0.5261)","(1.1298, 1.0892)"
ARS,0,0.8649,"(0.0939, 0.2595)","(1.0632, 1.2475)"
ARS,0,0.0007,"(0.1924, 0.0763)","(1.573, 0.6835)"
ARS,0,0.172,"(0.1607, 1.92)","(0.506, 0.7774)"
ARS,1,6.237,"(0.1069, 1.282)","(0.1454, 1.3818)"
ARS,0,8.2144,"(0.719, 1.825)","(0.4808, 1.6546)"
ARS,0,7.9912,"(1.7372, 1.725)","(1.1572, 0.6969)"
ARS,0,9.7466,"(1.2597, 0.1677)","(1.597, 1.685)"
ARS,0,0.2754,"(1.6486, 1.0781)","(0.086, 1.8706)"
ARS,0,0.0011,"(1.6104, 0.3971)","(1.541, 1.9163)"
ARS,0,0.0007,"(0.0891, 1.6856)","(1.694, 0.5065)"
ARS,0,6.9546,"(0.09, 1.566)","(1.3349, 1.5402)"
ARS,0,0.3223,"(1.9008, 1.7445)","(0.0996, 1.3326)"
ARS,0,5.9297,"(1.6404, 0.239)","(1.3269, 1.7182)"
ARS,0,0.0617,"(0.0994, 1.3869)","(0.4372, 1.1487)"
ARS,1,1.5228,"(0.4037, 1.7644)","(0.5022, 1.8072)"
ARS,0,7.4479,"(1.8008, 1.4405)","(1.2618, 0.3548)"
ARS,1,3.5725,"(0.0963, 1.3913)","(0.1335, 1.4901)"
ARS,0,0.0006,"(1.1221, 1.9101)","(1.5279, 0.2654)"
ARS,0,0.0232,"(1.4033, 1.1864)","(0.0596, 1.3135)"
ARS,0,0.001,"(1.425, 1.0157)","(1.5775, 0.9083)"
ARS,1,1.2621,"(1.7875, 1.6146)","(1.808, 1.5151)"
ARS,0,0.0005,"(1.9476, 1.4317)","(0.5959, 0.5759)"
ARS,1,6.4132,"(1.64, 0.2372)","(1.5411, 0.3142)"
ARS,0,8.8546,"(0.3553, 0.0949)","(1.6022, 1.7096)"
ARS,0,0.2014,"(1.6398, 1.0341)","(0.6627, 0.5676)"
ARS,0,0.0271,"(0.6688, 0.6882)","(1.5098, 1.8847)"
ARS,0,7.0426,"(0.1405, 0.9692)","(0.3742, 0.7457)"
ARS,0,10.2604,"(1.7757, 1.557)","(1.6821, 0.7751)"
ARS,0,8.8318,"(1.8887, 0.774)","(0.9044, 1.6938)"
ARS,1,0.6648,"(1.1592, 0.1776)","(1.0606, 0.1198)"
ARS,0,7.8455,"(0.149, 0.9044)","(0.9615, 0.605)"
ARS,0,7.5805,"(1.5698, 1.9101)","(1.5554, 0.5691)"
ARS,0,8.8851,"(1.2737, 1.8925)","(1.7491, 0.734)"
ARS,0,0.0009,"(1.9483, 0.9226)","(0.3665, 0.8327)"
ARS,0,7.6283,"(1.7558, 1.6552)","(1.833, 0.885)"
ARS,1,7.5771,"(0.5869, 1.8021)","(0.6858, 1.7065)"
ARS,0,8.5387,"(1.8437, 1.1622)","(1.0552, 0.4482)"
ARS,0,8.5299,"(1.9101, 0.3753)","(0.5709, 0.3649)"
ARS,0,8.5056,"(0.1946, 0.5999)","(1.9215, 1.5252)"
ARS,0,9.3982,"(0.7213, 1.8254)","(0.6705, 1.221)"
ARS,0,9.6342,"(1.7188, 1.7981)","(1.4183, 0.3108)"
ARS,0,8.7014,"(1.039, 0.1389)","(0.44, 0.6178)"
ARS,0,8.2932,"(0.1448, 0.9335)","(1.8482, 0.0589)"
ARS,1,7.9659,"(0.716, 1.824)","(0.8149, 1.7775)"
ARS,1,3.9688,"(0.1049, 1.3044)","(0.06, 1.4029)"
ARS,1,2.7016,"(1.9111, 0.396)","(1.8406, 0.2971)"
ARS,0,8.1016,"(1.8926, 0.7304)","(0.3651, 0.709)"
ARS,0,0.0011,"(1.4391, 0.5506)","(0.1989, 0.4225)"
ARS,0,9.5863,"(1.6828, 0.2481)","(0.5297, 0.7063)"
ARS,0,10.8057,"(0.2223, 0.4646)","(1.5466, 1.3421)"
ARS,0,10.0979,"(1.0616, 1.8704)","(0.8969, 1.6)"
ARS,0,10.2912,"(1.8607, 1.031)","(0.6642, 1.1023)"
ARS,0,11.0585,"(1.7287, 0.2607)","(0.4747, 0.2509)"
ARS,0,0.0005,"(0.7112, 0.5746)","(1.1823, 0.1609)"
ARS,0,10.2003,"(0.1457, 0.9266)","(1.0268, 0.6266)"
ARS,0,0.0009,"(0.7942, 1.2858)","(0.9797, 0.8209)"
ARS,0,0.7655,"(1.3664, 1.1046)","(1.5258, 1.6471)"
ARS,0,5.8792,"(1.8419, 1.1757)","(1.3957, 1.1005)"
ARS,0,11.9861,"(0.9455, 0.1277)","(0.5644, 0.2991)"
ARS,0,7.3416,"(0.3167, 0.1209)","(0.7188, 1.3731)"
ARS,0,0.1562,"(1.3088, 1.2822)","(0.7817, 0.402)"
ARS,1,3.5253,"(1.8926, 0.731)","(1.803, 0.6324)"
ARS,0,8.1315,"(1.1785, 0.1573)","(1.3962, 0.8497)"
ARS,0,7.9251,"(0.288, 0.1843)","(1.1297, 0.8377)"
ARS,0,6.9215,"(1.449, 1.906)","(0.5467, 0.9636)"
ARS,0,5.8018,"(1.8119, 1.3722)","(1.2467, 0.5957)"
ARS,1,6.8933,"(1.748, 1.6813)","(1.7775, 1.5824)"
ARS,1,0.0009,"(1.2383, 1.5019)","(1.189, 1.5176)"
ARS,0,0.1651,"(1.4986, 1.5677)","(0.9087, 0.8705)"
ARS,0,7.3451,"(1.0912, 0.1453)","(1.5278, 0.8298)"
ARS,0,8.7603,"(0.2927, 0.1602)","(1.4212, 1.7622)"
ARS,0,9.4664,"(0.6515, 1.814)","(1.348, 1.0298)"
ARS,0,9.0294,"(1.8156, 1.3533)","(1.6715, 0.3681)"
ARS,0,0.9951,"(0.0995, 0.2577)","(1.6045, 0.1787)"
ARS,0,0.2845,"(0.6682, 1.1073)","(0.6513, 1.2657)"
ARS,0,0.0334,"(0.6692, 0.7354)","(1.7574, 1.0297)"
ARS,0,6.5077,"(0.1345, 1.0204)","(0.6501, 0.2497)"
ARS,1,6.8388,"(0.2415, 0.3722)","(0.3409, 0.4721)"
ARS,0,0.2318,"(0.3277, 1.9058)","(0.8756, 0.8378)"
ARS,0,6.5779,"(1.7301, 1.7514)","(0.6606, 0.5249)"
ARS,0,9.4727,"(1.729, 0.2608)","(0.2205, 1.9071)"
ARS,0,10.1995,"(0.2779, 0.2233)","(1.2102, 1.7345)"
ARS,0,0.9387,"(1.0531, 0.4814)","(0.9423, 1.7681)"
ARS,0,10.0654,"(1.3383, 1.8983)","(1.2139, 0.911)"
ARS,0,0.7263,"(1.3513, 0.7124)","(0.7068, 1.5048)"
ARS,1,1.2068,"(1.7472, 1.6997)","(1.6536, 1.6006)"
ARS,0,0.0006,"(0.6612, 0.0936)","(1.5872, 1.1781)"
ARS,0,6.8909,"(0.7294, 0.1066)","(0.4031, 0.6074)"
ARS,1,0.0005,"(1.2357, 1.3398)","(1.2723, 1.4012)"
ARS,1,7.2054,"(1.3882, 0.1871)","(1.2896, 0.1885)"
ARS,0,7.5493,"(0.1784, 0.6946)","(0.5601, 0.5582)"
ARS,0,9.9038,"(1.1706, 1.8826)","(0.4187, 0.9731)"
ARS,1,0.0958,"(0.1653, 1.6225)","(0.2638, 1.587)"
ARS,0,9.6093,"(1.8346, 1.2276)","(1.1631, 0.5337)"
ARS,0,9.3165,"(1.9062, 0.3581)","(0.8855, 0.3031)"
ARS,0,9.5711,"(0.2467, 0.3476)","(0.326, 1.0767)"
ARS,1,2.5009,"(1.7215, 1.8271)","(1.6267, 1.7273)"
ARS,0,0.0922,"(0.5786, 0.8356)","(1.4585, 0.0959)"
ARS,0,8.0399,"(1.9004, 0.3445)","(1.8921, 1.6026)"
ARS,1,6.3312,"(0.9719, 0.1311)","(0.8732, 0.2169)"
ARS,0,0.0005,"(0.5473, 0.5263)","(1.9035, 1.8504)"
ARS,0,8.4813,"(0.4288, 0.0893)","(0.7038, 1.0072)"
ARS,0,8.784,"(0.2337, 0.4064)","(1.6437, 0.424)"
ARS,0,0.0007,"(0.5581, 1.2927)","(0.6531, 1.792)"
ARS,0,8.8158,"(0.1244, 1.6865)","(0.3671, 0.4139)"
ARS,0,0.0018,"(1.0971, 0.4279)","(1.1662, 0.8764)"
ARS,0,9.3421,"(1.7823, 1.5329)","(1.1239, 1.6568)"
ARS,1,4.8296,"(0.7404, 1.8287)","(0.8401, 1.923)"
ARS,0,9.8291,"(1.9066, 0.5431)","(1.8846, 0.3902)"
ARS,0,0.0012,"(1.5016, 1.4493)","(1.4642, 1.8585)"
ARS,0,10.2561,"(0.2978, 0.1506)","(0.4703, 0.9098)"
ARS,1,6.8068,"(0.2143, 0.4994)","(0.1192, 0.5988)"
ARS,1,0.0012,"(0.1245, 0.9516)","(0.1538, 0.8588)"
ARS,0,9.807,"(0.0958, 1.646)","(0.8431, 0.903)"
ARS,0,0.6076,"(1.3543, 1.0914)","(0.7236, 1.1708)"
ARS,0,0.4819,"(1.3822, 0.809)","(1.6519, 1.5984)"
ARS,0,5.6126,"(1.8699, 0.9509)","(0.5144, 0.8091)"
ARS,0,10.2385,"(1.8556, 1.071)","(0.4169, 0.9372)"
ARS,0,10.2585,"(1.3206, 0.1763)","(0.0825, 0.192)"
ARS,0,9.7186,"(0.9127, 0.1245)","(0.5292, 1.0809)"
ARS,1,5.3524,"(1.8445, 0.2952)","(1.7449, 0.2465)"
ARS,0,0.0296,"(0.7588, 0.4361)","(1.0521, 1.3865)"
ARS,1,1.5996,"(0.5921, 1.8066)","(0.5553, 1.9064)"
ARS,0,0.0006,"(0.4511, 0.6104)","(1.7262, 1.3812)"
ARS,0,7.9287,"(1.7454, 1.6983)","(0.3595, 1.4363)"
ARS,1,1.6115,"(0.6218, 0.236)","(0.5223, 0.2465)"
ARS,0,9.8175,"(0.2297, 1.7243)","(1.1283, 0.6015)"
ARS,0,0.2871,"(1.0538, 0.5021)","(1.1554, 1.7427)"
ARS,0,6.3192,"(1.8875, 0.7863)","(0.7529, 1.5027)"
ARS,0,0.1513,"(0.6163, 0.801)","(1.6678, 0.7341)"
ARS,0,9.0876,"(0.7871, 0.1117)","(0.4639, 0.2996)"
ARS,0,8.3173,"(0.2726, 0.2431)","(0.3706, 0.7961)"
ARS,0,9.196,"(0.089, 1.6142)","(1.5637, 1.6986)"
ARS,0,0.0009,"(0.4801, 1.3296)","(0.4577, 0.6725)"
ARS,0,0.0034,"(0.8854, 1.2919)","(1.3879, 0.5695)"
ARS,0,0.8888,"(1.0747, 1.4144)","(0.6586, 0.5839)"
ARS,0,5.9572,"(0.9897, 1.8619)","(0.6411, 1.5393)"
ARS,0,8.7199,"(1.8455, 0.2958)","(1.6779, 1.0064)"
ARS,0,0.0019,"(1.2494, 1.5099)","(0.6832, 0.2142)"
ARS,0,9.4811,"(0.3072, 0.133)","(1.0482, 1.7026)"
ARS,1,7.9772,"(0.7761, 1.8333)","(0.876, 1.9282)"
ARS,1,7.0691,"(1.2739, 1.8925)","(1.3726, 1.7956)"
ARS,0,8.866,"(1.8324, 1.243)","(0.6167, 1.6436)"
ARS,1,8.4489,"(1.911, 0.4005)","(1.8726, 0.3006)"
ARS,1,6.3679,"(0.7382, 1.8281)","(0.7362, 1.928)"
ARS,1,6.9691,"(0.2435, 0.3645)","(0.1436, 0.3413)"
ARS,0,0.6843,"(0.7754, 0.3475)","(0.0738, 1.4482)"
ARS,0,0.858,"(1.0561, 0.4393)","(0.9473, 0.7241)"
ARS,0,7.1112,"(1.8199, 1.3279)","(0.7059, 1.1297)"
ARS,0,0.4652,"(0.8182, 0.6188)","(1.8808, 0.561)"
ARS,0,0.2379,"(0.8396, 0.6192)","(0.1203, 0.3968)"
ARS,0,0.0011,"(0.4608, 0.7595)","(0.2946, 1.8384)"
ARS,0,9.2351,"(0.8247, 0.1153)","(0.6051, 0.5446)"
ARS,1,3.3416,"(1.443, 1.911)","(1.5425, 1.9003)"
ARS,0,0.3122,"(1.2285, 0.6131)","(1.1114, 1.4962)"
ARS,0,9.1065,"(0.3788, 0.089)","(0.7118, 0.3433)"
ARS,1,8.3565,"(0.1999, 0.5714)","(0.1004, 0.6701)"
ARS,0,8.7428,"(0.1032, 1.3215)","(0.5232, 0.7073)"
ARS,0,0.0809,"(0.9333, 1.9006)","(1.3991, 1.5346)"
ARS,0,0.0012,"(0.8575, 1.9492)","(0.9892, 0.2911)"
ARS,1,0.1567,"(0.2934, 0.3999)","(0.3661, 0.4984)"
ARS,1,4.2525,"(0.2632, 0.2858)","(0.1783, 0.3852)"
ARS,0,8.2522,"(0.5726, 1.8008)","(1.4629, 1.708)"
ARS,1,5.4274,"(0.1359, 1.0061)","(0.1935, 1.1048)"
ARS,0,7.4682,"(0.8372, 1.8422)","(0.4926, 0.8931)"
ARS,0,1.4752,"(1.7423, 0.0993)","(0.5294, 0.4362)"
ARS,0,10.082,"(1.3975, 0.1885)","(1.4564, 1.0974)"
ARS,1,3.0326,"(1.0237, 1.8689)","(1.1229, 1.9216)"
ARS,0,0.1465,"(0.3716, 0.7242)","(0.6337, 1.6038)"
ARS,0,0.4711,"(0.3779, 0.4474)","(0.8438, 1.3449)"
ARS,1,5.8146,"(1.7565, 1.6471)","(1.8339, 1.5483)"
ARS,0,9.0519,"(1.047, 0.1396)","(0.7203, 1.6833)"
ARS,0,0.5665,"(0.8391, 1.2935)","(1.4332, 1.3153)"
ARS,0,7.376,"(1.516, 1.9085)","(1.7617, 1.9354)"
ARS,0,0.0927,"(1.2514, 0.6165)","(1.5285, 0.5573)"
ARS,1,0.6164,"(1.1167, 0.8377)","(1.1259, 0.7379)"
ARS,1,0.4248,"(1.287, 0.729)","(1.1878, 0.7765)"
ARS,1,5.4965,"(1.8939, 0.717)","(1.8768, 0.6174)"
ARS,0,0.0009,"(1.2943, 1.5448)","(0.7924, 0.8677)"
ARS,0,9.3175,"(1.3043, 0.1746)","(0.0644, 1.8408)"
ARS,1,8.5995,"(1.502, 0.2073)","(1.4033, 0.158)"
ARS,0,8.582,"(0.1776, 0.7028)","(0.8146, 1.1231)"
ARS,0,1.996,"(1.9207, 1.4235)","(0.6156, 0.8505)"
ARS,0,8.3202,"(1.7462, 1.6954)","(1.03, 0.9319)"
ARS,0,6.8812,"(1.3392, 0.1793)","(1.2825, 1.5456)"
ARS,0,10.0792,"(0.3396, 0.1024)","(1.3679, 1.1165)"
ARS,0,0.0005,"(1.2813, 1.319)","(1.9122, 1.7492)"
ARS,1,0.1647,"(0.8417, 1.1163)","(0.7417, 1.177)"
ARS,0,0.0508,"(1.3186, 0.3228)","(0.2427, 1.4595)"
ARS,0,9.4158,"(1.3135, 1.8963)","(1.3696, 1.503)"
ARS,0,7.8745,"(1.8385, 1.2006)","(1.5389, 1.7904)"
ARS,0,0.0012,"(1.4348, 1.1151)","(1.314, 0.2832)"
ARS,1,5.8608,"(1.7603, 1.6242)","(1.7148, 1.5246)"
ARS,0,0.0769,"(1.4331, 0.0995)","(1.3563, 1.0946)"
ARS,0,8.2287,"(1.862, 0.3034)","(0.979, 1.5442)"
ARS,0,11.5413,"(0.1051, 1.3011)","(1.1408, 1.0739)"
ARS,0,0.0119,"(0.8361, 0.3205)","(1.7612, 1.7753)"
ARS,1,2.3857,"(1.879, 0.3142)","(1.7793, 0.2741)"
ARS,1,10.4887,"(0.2063, 0.5369)","(0.1699, 0.6369)"
ARS,1,7.101,"(0.3282, 1.7492)","(0.427, 1.8317)"
ARS,0,0.0021,"(1.9184, 0.9482)","(0.2091, 0.6736)"
ARS,0,11.2287,"(1.7878, 1.5029)","(0.7392, 0.5743)"
ARS,0,9.5215,"(1.0492, 0.1406)","(1.5763, 0.618)"
ARS,0,0.698,"(0.6687, 1.0905)","(1.5245, 1.7061)"
ARS,1,1.0763,"(0.457, 1.799)","(0.5556, 1.7316)"
ARS,1,0.5043,"(1.7258, 0.819)","(1.6274, 0.7199)"
ARS,0,6.7191,"(1.8527, 1.0888)","(1.3702, 0.9748)"
ARS,0,11.176,"(1.4087, 0.1915)","(1.5388, 0.0566)"
ARS,0,0.3715,"(0.6689, 1.0806)","(0.0887, 0.4298)"
ARS,0,7.6099,"(0.9362, 0.1271)","(0.7083, 0.5557)"
ARS,0,9.1878,"(0.1925, 1.7151)","(0.5526, 0.5562)"
ARS,1,6.0518,"(0.7291, 1.8268)","(0.8281, 1.9235)"
ARS,1,3.3023,"(1.6661, 0.245)","(1.5675, 0.2297)"
ARS,1,1.1356,"(1.0272, 0.8014)","(0.9433, 0.7015)"
ARS,1,3.2876,"(0.3133, 1.7441)","(0.358, 1.844)"
ARS,0,9.7773,"(1.9088, 0.4797)","(0.3552, 0.6821)"
ARS,0,0.0014,"(1.4337, 1.4186)","(0.3464, 1.3473)"
ARS,0,1.7688,"(0.0876, 0.2641)","(0.292, 1.1626)"
ARS,0,0.2023,"(1.2341, 0.5906)","(0.636, 1.1682)"
ARS,1,4.0597,"(1.8624, 1.0138)","(1.895, 0.9143)"
ARS,1,1.1152,"(1.1339, 0.13)","(1.0343, 0.2011)"
ARS,0,10.6988,"(0.0942, 1.4454)","(1.7722, 0.535)"
ARS,0,9.196,"(0.1047, 1.664)","(0.8635, 1.5272)"
ARS,1,8.9787,"(0.227, 1.7233)","(0.3267, 1.7465)"
ARS,1,3.832,"(0.774, 0.1073)","(0.6744, 0.0849)"
ARS,0,0.5481,"(0.2602, 1.9002)","(0.0576, 1.5002)"
ARS,0,0.0094,"(0.4677, 0.431)","(0.2131, 1.5904)"
ARS,0,1.1002,"(1.9103, 1.737)","(1.7709, 0.3206)"
ARS,1,7.499,"(1.7269, 1.7683)","(1.8267, 1.7463)"
ARS,0,0.0014,"(1.4196, 0.0875)","(1.3925, 0.4123)"
ARS,0,0.0013,"(0.7047, 0.4817)","(1.3881, 0.3151)"
ARS,0,10.5133,"(1.3196, 0.1755)","(1.554, 1.5914)"
ARS,0,0.0052,"(0.6529, 1.3885)","(0.9565, 0.9963)"
ARS,0,8.7549,"(0.0893, 1.5972)","(0.9418, 1.519)"
ARS,1,8.4325,"(0.2282, 1.724)","(0.3273, 1.7898)"
ARS,0,0.0009,"(0.5492, 1.347)","(0.2315, 0.4798)"
ARS,1,3.931,"(0.0912, 1.5248)","(0.0704, 1.6233)"
ARS,0,0.0081,"(1.4645, 0.9704)","(1.0188, 1.4857)"
ARS,0,0.0254,"(1.1813, 1.2717)","(0.4193, 1.0767)"
ARS,0,7.571,"(1.0478, 1.8691)","(0.5975, 1.0347)"
ARS,0,1.3686,"(1.7353, 0.0979)","(1.0108, 1.0598)"
ARS,0,0.0006,"(0.0545, 0.7372)","(1.2368, 1.0958)"
ARS,0,0.0006,"(1.3141, 1.4354)","(1.4087, 1.2878)"
ARS,0,0.0006,"(1.4986, 1.3273)","(1.8812, 0.5094)"
ARS,0,8.476,"(0.2938, 0.1622)","(1.9138, 1.633)"
ARS,1,7.1152,"(0.4623, 1.778)","(0.562, 1.7676)"
ARS,1,6.4647,"(0.2699, 1.7339)","(0.3697, 1.7879)"
ARS,1,3.731,"(0.8014, 0.1103)","(0.7022, 0.1628)"
ARS,0,10.2373,"(0.1469, 0.9203)","(1.0912, 1.0803)"
ARS,0,0.0005,"(1.5847, 1.0104)","(1.7314, 1.3728)"
ARS,1,8.1797,"(0.1296, 1.6909)","(0.2291, 1.7265)"
ARS,1,0.4109,"(1.6392, 1.073)","(1.7386, 1.1239)"
ARS,0,1.1547,"(1.0781, 1.3864)","(0.7809, 1.8218)"
ARS,0,7.1714,"(1.8308, 1.2535)","(0.2874, 1.2102)"
ARS,0,0.8581,"(0.0977, 0.2647)","(1.3301, 1.6449)"
ARS,0,0.0019,"(0.6645, 0.693)","(0.0865, 0.3427)"
ARS,0,0.0103,"(0.8578, 0.4374)","(1.912, 0.1946)"
ARS,1,2.7487,"(0.6972, 1.8244)","(0.6605, 1.9242)"
ARS,0,9.5585,"(1.786, 0.2775)","(0.377, 0.9055)"
ARS,1,7.982,"(1.5257, 0.2121)","(1.596, 0.1123)"
ARS,0,9.8325,"(0.1138, 1.2082)","(0.7037, 0.6408)"
